  147.0000000000 -145.0000000000   65.0000000000
  172.0000000000 -145.0000000000   65.0000000000
  172.0000000000 -145.0000000000   55.0000000000
  147.0000000000 -145.0000000000   55.0000000000

  147.0000000000 -145.0000000000   65.0000000000
  159.5000000000 -123.3493649054   65.0000000000
  159.5000000000 -123.3493649054   55.0000000000
  147.0000000000 -145.0000000000   55.0000000000

  147.0000000000 -145.0000000000   65.0000000000
  134.5000000000 -123.3493649054   65.0000000000
  134.5000000000 -123.3493649054   55.0000000000
  147.0000000000 -145.0000000000   55.0000000000

  147.0000000000 -145.0000000000   65.0000000000
  122.0000000000 -145.0000000000   65.0000000000
  122.0000000000 -145.0000000000   55.0000000000
  147.0000000000 -145.0000000000   55.0000000000

  147.0000000000 -145.0000000000   65.0000000000
  134.5000000000 -166.6506350946   65.0000000000
  134.5000000000 -166.6506350946   55.0000000000
  147.0000000000 -145.0000000000   55.0000000000

  147.0000000000 -145.0000000000   65.0000000000
  159.5000000000 -166.6506350946   65.0000000000
  159.5000000000 -166.6506350946   55.0000000000
  147.0000000000 -145.0000000000   55.0000000000

  147.0000000000 -145.0000000000   65.0000000000
  172.0000000000 -145.0000000000   65.0000000000
  172.0000000000 -145.0000000000   55.0000000000
  147.0000000000 -145.0000000000   55.0000000000

